formula,symmetry_type,symmetry_value,in_c2db,in_2dmatpedia_final
AgCaCuBr2NS,number,1,True,False
AgCaGaI2S,number,156,True,False
AgCaI2,number,156,True,False
AgCaI2SSe,number,8,True,False
AgCaNTe2,number,25,True,False
AgCd3,number,191,False,True
AgCdInSr2O5,number,99,True,False
AgCdInSr2S5,number,99,True,False
AgCdSr2TlO5,number,99,True,False
AgCdSr2TlS5,number,99,True,False
AgCl,number,187,True,True
AgCl2,number,115,True,True
AgCl2,number,164,True,False
AgCl2,number,187,True,False
AgCl2Ge,number,38,True,False
AgCl3,number,10,True,False
AgCl3GeSe,number,1,True,False
AgCl6Ge,number,5,True,False
AgClGeTe,number,25,True,False
AgClO4,number,111,False,True
AgClSe,number,8,True,False
AgClTe,number,6,True,False
AgCo2O4,number,187,True,False
AgCo2S4,number,187,True,False
AgCr2O6,number,12,True,False
AgCr2S6,number,12,True,False
AgCrAs2S6,number,149,True,False
AgCrAs2Se6,number,149,True,False
AgCrAs2Te6,number,5,True,False
AgCrBrSeTe3,number,1,True,False
AgCrCl2S3,number,1,True,False
AgCrGaI2S3,number,8,True,False
AgCrI2,number,115,True,False
AgCrI2SbSe,number,1,True,False
AgCrP2S6,number,149,True,False
AgCrP2Se6,number,149,True,False
AgCrP2Te6,number,149,True,False
AgCrS2,number,156,False,True
AgCrS6Sb2,number,149,True,False
AgCrSb2Se6,number,5,True,False
AgCrSb2Te6,number,5,True,False
AgCrSe2,number,156,False,True
AgCrTe2,number,156,True,False
AgCu2I2S2,number,6,True,False
AgCu2Se2,number,164,True,False
AgCu2Te2,number,164,True,False
AgCu3Cl2Se4,number,8,True,False
AgCuBr2,number,12,True,False
AgCuBr2I2S2,number,6,True,False
AgCuBr2N2,number,123,True,False
AgCuBrINSb,number,8,True,False
AgCuBrTe,number,6,True,False
AgCuCl3O,number,1,True,False
AgCuGaBr2IS4,number,1,True,False
AgCuGaBrI2S4,number,1,True,False
AgCuGaF2I2N,number,1,True,False
AgCuI2,number,1,True,False
AgCuI2S2,number,1,True,False
AgCuI2SSe,number,8,True,False
AgCuI3S,number,1,True,False
AgCuO2,number,10,False,True
AgCuP2SSe5,number,1,True,False
AgCuS2,number,156,True,False
AgCuS2,number,25,True,False
AgCuSe2,number,156,True,False
AgCuSe2,number,25,True,False
AgCuSeTe,number,156,True,False
AgCuTe2,number,25,True,True
AgErP2Se6,number,149,False,True
AgF,number,187,False,True
AgF12Sb2,number,2,False,True
AgF2,number,115,False,True
AgF2,number,123,True,False
AgF2,number,164,True,False
AgF2,number,187,True,False
AgF2O2,number,164,True,False
AgF2S2,number,164,True,False
AgF3,number,10,True,False
AgF6Ge,number,2,True,False
AgFe2O4,number,187,True,False
AgFe2S4,number,187,True,False
AgFeBr2ISe,number,1,True,False
AgFeBr2SSe,number,8,True,False
AgFeI2N2,number,6,True,False
AgFeS2,number,156,False,True
AgGa3Cl4O4,number,35,True,False
AgGa5Cl4S5,number,1,True,False
AgGaAs2O6,number,149,True,False
AgGaAs2S6,number,149,True,False
AgGaAs2Se6,number,149,True,False
AgGaAs2Te6,number,149,True,False
AgGaBr2,number,8,True,False
AgGaBr4Cl2,number,1,True,False
AgGaCl2Se2,number,6,True,False
AgGaClIS2,number,25,True,False
AgGaHfZrBr4S4,number,3,True,False
AgGaI2,number,6,True,False
AgGaI2SSe,number,8,True,False
AgGaI2Se,number,156,True,False
AgGaI3Se,number,1,True,False
AgGaO6P2,number,149,True,False
AgGaO6Sb2,number,5,True,False
AgGaP2S2Se4,number,5,True,False
AgGaP2S6,number,149,True,False
AgGaP2Se6,number,149,True,True
AgGaP2Te6,number,149,True,False
AgGaPtI2S,number,8,True,False
AgGaS6Sb2,number,149,True,False
AgGaSb2Se6,number,149,True,False
AgGaSb2Te6,number,149,True,False
AgGaSe2,number,156,True,False
AgGaSeTe,number,8,True,False
AgGaVBr2N2,number,6,True,False
AgGe2Se2,number,1,True,False
AgGeH6,number,123,True,False
AgGeI2,number,6,True,False
AgGeIS,number,8,True,False
AgH2,number,123,True,False
AgH2,number,187,True,False
AgH2O2,number,164,True,False
AgH2S2,number,164,True,False
AgH4N12O2,number,6,True,False
AgH4N12S2,number,6,True,False
AgHf2Br3IS3,number,1,True,False
AgHfBr2Cl2,number,6,True,False
AgHfBr2S2,number,6,True,False
AgHfBrIO,number,156,True,False
AgHfMoBr3IS2Se,number,1,True,False
AgHfMoNiS3Se5,number,1,True,False
AgHfV2S8,number,1,True,False
AgHg3,number,191,False,True
AgHgInSr2O5,number,99,True,False
AgHgInSr2S5,number,99,True,False
AgHgSe4,number,1,True,False
AgHgSr2TlO5,number,99,True,False
AgHgSr2TlS5,number,99,True,False
AgI,number,156,False,True
AgI,number,187,True,False
AgI2,number,115,True,True
AgI2,number,164,True,False
AgI2,number,187,True,False
AgI2Se,number,8,True,False
AgI3,number,10,True,False
AgITe,number,25,True,False
AgIn2BrGeTe,number,25,True,False
AgInAs2O6,number,149,True,False
AgInAs2S6,number,149,True,False
AgInAs2Se6,number,149,True,False
AgInAs2Te6,number,149,True,False
AgInO6P2,number,149,True,False
AgInO6Sb2,number,149,True,False
AgInP2S6,number,149,True,True
AgInP2Se6,number,149,True,True
AgInP2Te6,number,149,True,False
AgInS6Sb2,number,149,True,False
AgInSb2Se6,number,149,True,False
AgInSb2Te6,number,149,True,False
AgLi2,number,187,True,False
AgLi2O2,number,12,True,False
AgLi2S2,number,12,True,False
AgLi2Sn2,number,115,False,True
AgLiF4,number,10,False,True
AgLiFS,number,8,True,False
AgMn2I2S,number,8,True,False
AgMnBr2O2,number,6,True,False
AgMnBr2Se2,number,25,True,False
AgMnBr4,number,2,True,False
AgMnBr4Cl2,number,1,True,False
AgMnBrFIS,number,1,True,False
AgMnBrOTe,number,6,True,False
AgMnBrSe,number,156,True,False
AgMnCl2N2,number,6,True,False
AgMnClSe,number,6,True,False
AgMnF4,number,2,True,False
AgMnGeS4,number,8,True,False
AgMnI2OS,number,25,True,False
AgMnSSe,number,99,True,False
AgMnSe2,number,156,True,False
AgMnSeTe,number,156,True,False
AgMnSrBr2O2,number,8,True,False
AgMnVBr8,number,3,True,False
AgMo6Te6,number,12,False,True
AgMoBr4,number,10,True,False
AgN2,number,10,False,True
AgNO3,number,174,False,True
AgNa2,number,187,True,False
AgNa2O2,number,12,True,False
AgNa2S2,number,12,True,False
AgNbI2Se,number,8,True,False
AgNbTaCl2O3,number,8,True,False
AgNi2O4,number,187,True,False
AgNi2S4,number,187,True,False
AgNiSe2,number,156,False,True
AgO2,number,115,True,False
AgO2,number,47,False,True
AgOsBr2S2,number,6,True,False
AgOsBrIS2,number,3,True,False
AgOsS2,number,6,True,False
AgP2,number,10,False,True
AgP2S6Sb,number,143,True,False
AgP2SbSe6,number,143,True,False
AgP2SbTe6,number,143,True,False
AgPbBrGeSSe,number,156,True,False
AgPbF6,number,2,True,False
AgPbH6,number,123,True,False
AgPbI4,number,10,True,False
AgPbISe,number,156,True,False
AgPbITe,number,156,True,False
AgPbSe2,number,8,True,False
AgPd2O4,number,187,True,False
AgPd2S4,number,187,True,False
AgPdBrCl5,number,1,True,False
AgPtBr6,number,5,True,False
AgPtF5,number,38,True,False
AgPtSe2,number,115,True,False
AgRhBrISSe,number,1,True,False
AgRhI2S2,number,25,True,False
AgS2,number,115,True,False
AgS2,number,164,True,True
AgS2,number,187,True,False
AgS6Sb3,number,143,True,False
AgSTe,number,25,True,False
AgSb3Se6,number,143,True,False
AgSb3Te6,number,143,True,False
AgScAs2O6,number,149,True,False
AgScAs2S6,number,149,True,False
AgScAs2Se6,number,149,True,False
AgScAs2Te6,number,149,True,False
AgScO6P2,number,149,True,False
AgScO6Sb2,number,149,True,False
AgScP2S6,number,149,True,True
AgScP2Se6,number,149,True,True
AgScP2Te6,number,149,True,False
AgScS6Sb2,number,149,True,False
AgScSb2Se6,number,149,True,False
AgScSb2Te6,number,149,True,False
AgSe2,number,115,True,False
AgSe2,number,164,True,True
AgSe2,number,187,True,False
AgSeTe,number,3,True,False
AgSn2I2S3,number,6,True,False
AgSnBr2S2,number,8,True,False
AgSnBrIS2,number,6,True,False
AgSnBrSe3,number,1,True,False
AgSnF6,number,2,True,False
AgSnH6,number,12,True,False
AgSnI2S,number,8,True,False
AgSr2Br2O2,number,123,True,False
AgSr2Br2S2,number,123,True,False
AgSr2Br2S2,number,38,True,False
AgSr2Br2Se2,number,38,True,False
AgSr2Br2Te2,number,38,True,False
AgSr2Cl2O2,number,123,True,False
AgSr2Cl2S2,number,123,True,False
AgSr2Cl2S2,number,38,True,False
AgSr2Cl2Se2,number,38,True,False
AgSr2Cl2Te2,number,38,True,False
AgSr2F2O2,number,38,True,False
AgSr2F2S2,number,38,True,False
AgSr2F2Se2,number,38,True,False
AgSr2F2Te2,number,38,True,False
AgSr2I2O2,number,123,True,False
AgSr2I2S2,number,12,True,False
AgSr2I2S2,number,123,True,False
AgSr2I2Se2,number,38,True,False
AgSr2I2Te2,number,38,True,False
AgSrBr2GeS2Sb,number,1,True,False
AgSrGeI2Si,number,1,True,False
AgSrI2,number,1,True,False
AgSrSe2,number,99,True,False
AgTa2F12,number,2,False,True
AgTa4S8,number,6,False,True
AgTaCl2GeS4,number,1,True,False
AgTe2,number,115,True,False
AgTe2,number,12,False,True
AgTe2,number,164,True,False
AgTe2,number,187,True,False
AgTiF6,number,2,False,True
AgTiSe2,number,156,False,True
AgTlAs2O6,number,149,True,False
AgTlAs2S6,number,149,True,False
AgTlAs2Se6,number,149,True,False
AgTlAs2Te6,number,149,True,False
AgTlBr2S2,number,1,True,False
AgTlBrSe3,number,1,True,False
AgTlO6P2,number,149,True,False
AgTlO6Sb2,number,149,True,False
AgTlP2S6,number,149,True,False
AgTlP2Se6,number,149,True,False
AgTlP2Te6,number,149,True,False
AgTlS6Sb2,number,149,True,False
AgTlSb2Se6,number,149,True,False
AgTlSb2Te6,number,149,True,False
AgTmP2Se6,number,149,False,True
AgV2O6,number,12,True,False
AgV2S6,number,12,True,False
AgVAs2S6,number,5,True,False
AgVAs2Se6,number,5,True,False
AgVAs2Te6,number,5,True,False
AgVBr2N,number,8,True,False
AgVBr2O,number,25,True,False
AgVBrI,number,25,True,False
AgVBrS,number,8,True,False
AgVCl4,number,2,True,False
AgVF4O,number,1,True,False
AgVI2,number,25,True,False
AgVI2O3,number,1,True,False
AgVO2,number,156,True,False
AgVP2S6,number,5,True,False
AgVP2Se6,number,5,True,True
AgVP2Te6,number,5,True,False
AgVS2,number,156,True,False
AgVSb2Te6,number,5,True,False
AgVSe2,number,156,True,False
AgVTe2,number,156,True,False
AgWBr2NO,number,1,True,False
AgWBr5Se,number,1,True,False
AgWI2S2,number,6,True,False
AgYBr2O2,number,6,True,False
AgZn3,number,191,False,True
AgZnBrI,number,6,True,False
Al,number,123,False,True
Al,number,191,False,True
Al12S18,number,1,False,True
Al12Se18,number,1,False,True
Al12Te18,number,1,False,True
Al13N2,number,12,False,True
Al13Sb2,number,1,False,True
Al18S9,number,143,False,True
Al18Se9,number,143,False,True
Al18Te9,number,147,False,True
Al2,number,51,False,True
Al2As2,number,129,False,True
Al2As2O6,number,162,True,False
Al2As2S6,number,157,True,False
Al2As2Se6,number,162,True,False
Al2As2Te6,number,162,True,False
Al2As6,number,164,False,True
Al2B2S6,number,162,True,False
Al2Bi2,number,129,True,True
Al2Bi2Br12,number,2,False,True
Al2Bi4O8,number,90,False,True
Al2Bi6,number,164,False,True
Al2Br2,number,129,True,True
Al2Br2,number,164,True,False
Al2Br2I2,number,1,True,False
Al2Br2N2,number,59,True,False
Al2Br2O2,number,59,True,False
Al2Br2S2,number,31,True,False
Al2Br2S2,number,59,True,False
Al2Br2SSe,number,25,True,False
Al2Br2Se2,number,31,True,False
Al2Br2Se2,number,59,True,False
Al2Br2Te2,number,31,True,False
Al2Br2Te2,number,59,True,False
Al2Br4,number,10,True,False
Al2Br6,number,10,False,True
Al2Br6,number,12,False,True
Al2Br6,number,162,True,False
Al2Br6,number,18,True,False
Al2Br6,number,189,True,False
Al2Br6,number,26,False,True
Al2BrIS2,number,6,True,False
Al2C4Cl4F10,number,10,True,False
Al2C4Cl4H10,number,10,True,False
Al2C4F14,number,10,True,False
Al2C4F4H10,number,10,True,False
Al2C4H14,number,10,True,False
Al2CdO4,number,164,True,False
Al2CdS4,number,164,True,False
Al2CdSe4,number,164,True,False
Al2CdTe4,number,164,True,False
Al2Cl14Te2,number,4,False,True
Al2Cl2,number,129,True,True
Al2Cl2,number,13,True,False
Al2Cl2,number,164,True,False
Al2Cl2N2,number,59,True,False
Al2Cl2O2,number,59,True,True
Al2Cl2O3,number,1,True,False
Al2Cl2S2,number,31,True,False
Al2Cl2S2,number,59,True,False
Al2Cl2Se2,number,156,True,False
Al2Cl2Se2,number,31,True,False
Al2Cl2Se2,number,59,True,False
Al2Cl2Te2,number,31,True,False
Al2Cl2Te2,number,59,True,False
Al2Cl4H10N4,number,10,True,False
Al2Cl6,number,162,True,True
Al2Cl6,number,189,True,False
Al2Cl6,number,26,False,True
Al2Cl6,number,51,False,True
Al2Co2O5,number,164,True,False
Al2Co2O5,number,187,True,False
Al2Co2S5,number,164,True,False
Al2Co2S5,number,187,True,False
Al2Co2Se5,number,156,True,False
Al2Co2Se5,number,164,True,False
Al2Co2Se5,number,187,True,False
Al2Co2Te5,number,156,True,False
Al2Co2Te5,number,164,True,False
Al2Co2Te5,number,187,True,False
Al2CoS4,number,164,True,False
Al2CoSe4,number,164,True,False
Al2CoTe4,number,164,True,False
Al2CrO4,number,164,True,False
Al2CrRhBr2Cl2O4,number,3,True,False
Al2CrS4,number,164,True,False
Al2CrSe4,number,164,True,False
Al2CrTe4,number,164,True,False
Al2CuGaBrI3S4,number,1,True,False
Al2CuS4,number,99,True,False
Al2F2,number,129,False,True
Al2F2,number,59,True,True
Al2F2O2,number,59,True,False
Al2F2O8S2,number,11,True,False
Al2F2O8Se2,number,11,True,False
Al2F2O8Te2,number,11,True,False
Al2F2S2,number,31,True,False
Al2F2S2,number,59,True,False
Al2F2S8Se2,number,11,True,False
Al2F2S8Te2,number,11,True,False
Al2F2Se2,number,31,True,False
Al2F2Se2,number,59,True,False
Al2F2Te2,number,31,True,False
Al2F2Te2,number,59,True,False
Al2F4H10N4,number,10,True,False
Al2F6,number,12,False,True
Al2F6,number,162,True,False
Al2F6,number,191,True,False
Al2F6,number,26,False,True
Al2F6,number,47,True,False
Al2F6,number,51,False,True
Al2Fe,number,123,False,True
Al2Fe2O5,number,164,True,False
Al2Fe2O5,number,187,True,False
Al2Fe2S5,number,164,True,False
Al2Fe2S5,number,187,True,False
Al2Fe2Se5,number,187,True,False
Al2Fe2Te5,number,156,True,False
Al2Fe2Te5,number,187,True,False
Al2FeO4,number,164,True,False
Al2FeS4,number,156,False,True
Al2FeS4,number,164,True,True
Al2FeSe4,number,156,True,False
Al2FeSe4,number,164,True,False
Al2FeTe4,number,156,True,False
Al2FeTe4,number,164,True,False
Al2Ga2O6,number,31,True,False
Al2Ga2S6,number,31,True,False
Al2Ga2Se6,number,31,True,False
Al2Ga2Te6,number,31,True,False
Al2GaClIS3,number,8,True,False
Al2GaNiBrI3S4,number,6,True,False
Al2Ge2S2,number,164,True,False
Al2Ge2S6,number,162,True,False
Al2Ge2Se2,number,164,True,False
Al2Ge2Se6,number,162,True,False
Al2Ge2Te2,number,164,True,False
Al2Ge2Te6,number,162,True,False
Al2H14N4,number,10,True,False
Al2H2O4,number,1,False,True
Al2H2O4,number,31,False,True
Al2H2O8S2,number,11,True,False
Al2H2O8Se2,number,11,True,False
Al2H2O8Te2,number,11,True,False
Al2H2S10,number,11,True,False
Al2H2S4,number,11,True,False
Al2H2S8Se2,number,11,True,False
Al2H2S8Te2,number,11,True,False
Al2H2Se4,number,11,True,False
Al2H4O9Si2,number,1,False,True
Al2H6O6,number,1,False,True
Al2H6O6,number,12,False,True
Al2H6O6,number,8,False,True
Al2H8O16Se4,number,14,False,True
Al2HgO4,number,164,True,False
Al2HgS4,number,164,True,False
Al2HgSe4,number,164,True,False
Al2HgTe4,number,164,True,False
Al2I14Te2,number,7,False,True
Al2I16P2,number,7,False,True
Al2I2,number,129,True,False
Al2I2,number,164,True,False
Al2I2O2,number,59,True,False
Al2I2S,number,164,True,False
Al2I2S2,number,31,True,False
Al2I2S2,number,59,True,False
Al2I2Se2,number,31,True,False
Al2I2Se2,number,59,True,False
Al2I2Te2,number,31,True,False
Al2I2Te2,number,59,True,False
Al2I6,number,12,False,True
Al2I6,number,162,True,False
Al2I6,number,189,True,False
Al2I6,number,2,False,True
Al2I6,number,26,False,True
Al2In2Cl8,number,10,True,False
Al2In2F8,number,10,True,False
Al2In2H8,number,10,True,False
Al2In2O6,number,31,True,False
Al2In2S6,number,31,True,False
Al2In2Se6,number,31,True,False
Al2In2Te6,number,31,True,False
Al2InI2Se4Te,number,1,True,False
Al2Mg2S5,number,164,True,False
Al2Mg2Se5,number,164,True,True
Al2Mg2Te5,number,164,True,False
Al2MgH8,number,164,False,True
Al2MgO4,number,164,True,False
Al2MgS4,number,164,True,True
Al2MgSe4,number,164,True,True
Al2MgTe4,number,164,True,False
Al2Mn2Ge2,number,129,False,True
Al2Mn2O5,number,164,True,False
Al2Mn2O5,number,187,True,False
Al2Mn2S5,number,156,True,False
Al2Mn2S5,number,164,True,False
Al2Mn2S5,number,187,True,False
Al2Mn2Se5,number,156,True,False
Al2Mn2Se5,number,164,True,False
Al2Mn2Se5,number,187,True,False
Al2Mn2Te5,number,156,True,False
Al2Mn2Te5,number,164,True,False
Al2Mn2Te5,number,187,True,False
Al2MnO4,number,156,True,False
Al2MnO4,number,164,True,False
Al2MnS4,number,156,True,True
Al2MnS4,number,164,True,False
Al2MnSe4,number,156,True,False
Al2MnTe4,number,156,True,False
Al2MnTe4,number,164,True,False
Al2Mo2B2,number,51,False,True
Al2N2,number,129,False,True
Al2N6,number,164,False,True
Al2Ni2O5,number,164,True,False
Al2Ni2O5,number,187,True,False
Al2Ni2S5,number,164,True,False
Al2Ni2S5,number,187,True,False
Al2Ni2Se5,number,156,True,False
Al2Ni2Se5,number,164,True,False
Al2Ni2Se5,number,187,True,False
Al2Ni2Te5,number,156,True,False
Al2Ni2Te5,number,164,True,False
Al2Ni2Te5,number,187,True,False
Al2NiO4,number,164,True,False
Al2NiS4,number,164,True,False
Al2NiSe4,number,164,True,False
Al2NiTe4,number,164,True,False
Al2O,number,164,False,True
Al2O11Si4,number,12,False,True
Al2O2,number,123,True,False
Al2O2,number,129,True,False
Al2O2,number,164,True,False
Al2O2,number,187,True,False
Al2O3,number,164,False,True
Al2O3,number,189,False,True
Al2O3,number,6,False,True
Al2O4,number,164,True,False
Al2O4,number,59,True,True
Al2O6,number,162,True,False
Al2O6P2,number,1,True,False
Al2O6Sb2,number,162,True,False
Al2Os,number,123,False,True
Al2P2,number,129,False,True
Al2P2S3Te3,number,1,True,False
Al2P2S4Se2,number,1,True,False
Al2P2S6,number,157,True,False
Al2P2Se6,number,157,True,False
Al2P2Te6,number,162,True,False
Al2P6,number,164,False,True
Al2PdO4,number,164,True,False
Al2PdS4,number,164,True,False
Al2PdSe4,number,164,True,False
Al2PdTe4,number,164,True,False
Al2Ru,number,123,False,True
Al2S2,number,12,True,False
Al2S2,number,123,True,False
Al2S2,number,129,True,False
Al2S2,number,164,True,True
Al2S2,number,187,True,True
Al2S2,number,2,False,True
Al2S2Si2,number,164,True,False
Al2S3,number,164,True,True
Al2S3,number,187,True,False
Al2S3,number,189,False,True
Al2S4,number,12,True,False
Al2S4,number,5,True,False
Al2S5,number,1,False,True
Al2S5,number,12,False,True
Al2S5,number,5,True,False
Al2S6Si2,number,162,True,False
Al2Sb2,number,129,True,True
Al2Sb2Se6,number,162,True,False
Al2Sb2Te6,number,162,True,False
Al2Sb6,number,164,False,True
Al2Se2,number,12,True,True
Al2Se2,number,123,True,False
Al2Se2,number,129,True,False
Al2Se2,number,164,True,True
Al2Se2,number,187,True,True
Al2Se2Si2,number,164,True,False
Al2Se3,number,164,True,True
Al2Se3,number,189,False,True
Al2Se3,number,38,True,False
Al2Se4,number,12,True,False
Al2Se5,number,1,False,True
Al2Se5,number,12,True,True
Al2Se6Si2,number,162,True,False
Al2Si2Te2,number,164,True,False
Al2Si2Te6,number,162,True,True
Al2Sn2S2,number,164,True,False
Al2Sn2Se2,number,164,True,False
Al2Sn2Te2,number,164,True,False
Al2Ta2O8,number,10,False,True
Al2Te2,number,12,True,True
Al2Te2,number,123,True,False
Al2Te2,number,164,True,True
Al2Te2,number,187,True,True
Al2Te2,number,67,True,False
Al2Te3,number,164,True,True
Al2Te3,number,189,False,True
Al2Te3,number,38,True,False
Al2Te4,number,12,True,False
Al2Te5,number,12,True,True
Al2Tl2Cl8,number,10,True,False
Al2Tl2F8,number,10,True,False
Al2Tl2H8,number,10,True,False
Al2Tl2O6,number,31,True,False
Al2Tl2S6,number,31,True,False
Al2Tl2Se6,number,31,True,False
Al2Tl2Te6,number,31,True,False
Al2VS4,number,164,True,False
Al2VSe4,number,164,True,False
Al2VTe4,number,164,True,False
Al2Y2Br2,number,164,True,False
Al2Y2Cl2,number,164,True,False
Al2Y2I2,number,164,True,False
Al2YbGe2,number,164,False,True
Al2Zn2O5,number,156,True,False
Al2Zn2S5,number,156,True,True
Al2Zn2S5,number,164,False,True
Al2Zn2S5,number,187,False,True
Al2Zn2Se5,number,156,True,False
Al2Zn2Te5,number,156,True,False
Al2Zn3O6,number,156,True,False
Al2Zn3S6,number,156,True,False
Al2Zn3Se6,number,156,True,False
Al2Zn3Te6,number,156,True,False
Al2ZnS4,number,156,True,True
Al2ZnS4,number,164,False,True
Al2ZnSe4,number,156,True,False
Al2ZnTe4,number,156,True,False
Al3CeCu,number,99,False,True
Al3Co,number,187,False,True
Al3CuLa,number,99,False,True
Al3CuNd,number,99,False,True
Al3CuPr,number,99,False,True
Al3Fe2,number,123,False,True
Al3Ir,number,187,False,True
Al3O9Sb3,number,157,False,True
Al3Os2,number,123,False,True
Al3Rh,number,187,False,True
Al3Ru2,number,123,False,True
Al3S4,number,164,True,False
Al3Se4,number,164,True,False
Al3Te4,number,164,True,False
Al4As20,number,26,False,True
Al4As4,number,1,False,True
Al4As4,number,127,False,True
Al4Ba2Cl16,number,13,False,True
Al4Bi20,number,26,False,True
Al4Bi4,number,11,False,True
Al4Bi4,number,127,False,True
Al4Bi4Cl24,number,14,False,True
Al4Bi4O12,number,14,False,True
Al4Br4,number,39,False,True
Al4Br4,number,57,False,True
Al4Br4S4,number,14,True,False
Al4Br4Se4,number,14,True,False
Al4Br4Te4,number,14,True,False
Al4Cd2Cl16,number,7,False,True
Al4Cl4,number,39,False,True
Al4Cl4,number,57,False,True
Al4Cl4S4,number,14,True,False
Al4Cl4Se4,number,14,True,False
Al4Cl4Se4,number,29,True,False
Al4Cl4Te4,number,14,True,False
Al4Cu2Cl16,number,14,False,True
Al4Eu2Cl16,number,13,False,True
Al4F4,number,57,False,True
Al4H12O12,number,1,False,True
Al4H12O12,number,14,False,True
Al4H12O12,number,2,False,True
Al4Hf2C5,number,164,False,True
Al4Hf3C6,number,164,False,True
Al4I4,number,129,False,True
Al4I4,number,57,False,True
Al4I4S4,number,14,True,False
Al4I4Se4,number,14,True,False
Al4I4Te4,number,14,True,False
Al4In4I16,number,11,False,True
Al4N20,number,26,False,True
Al4N4,number,127,False,True
Al4O6,number,164,False,True
Al4O6,number,31,True,False
Al4O6,number,7,False,True
Al4P20,number,26,False,True
Al4P4,number,127,False,True
Al4S6,number,1,False,True
Al4S6,number,26,True,False
Al4S6,number,31,True,False
Al4S6,number,38,True,False
Al4S6,number,6,True,False
Al4Sb20,number,26,False,True
Al4Sb4,number,127,False,True
Al4Sb4,number,14,False,True
Al4Se6,number,1,False,True
Al4Se6,number,31,True,False
Al4Se6,number,5,True,False
Al4Se6,number,59,True,False
Al4Sm2Cl16,number,13,False,True
Al4Sn2Cl12O2,number,2,False,True
Al4Sr2Cl16,number,13,False,True
Al4Te6,number,31,True,False
Al4Te6,number,8,False,True
Al4Zr2C5,number,164,False,True
Al4Zr3C6,number,164,False,True
Al5HfNi2,number,123,False,True
Al5Ni2Zr,number,123,False,True
Al6O9,number,150,False,True
Al6S6,number,2,False,True
Al6Se6,number,2,False,True
Al6Se9,number,1,True,False
Al6Te6,number,2,False,True
Al8O6,number,11,False,True
Al8S12,number,14,True,False
Al8S6,number,31,False,True
Al8Se12,number,14,True,False
Al8Se6,number,31,False,True
Al8Te12,number,14,True,True
Al8Te12,number,39,True,False
Al8Te6,number,31,False,True
AlAs,number,187,True,True
AlAuAs2O6,number,149,True,False
AlAuAs2S6,number,149,True,False
AlAuAs2Se6,number,149,True,False
